L1_size,L2_size,L3_size,L1_device,L2_device,L3_device,L1_device_read_latency_(ms),L2_device_read_latency_(ms),L3_device_read_latency_(ms),L1_device_write_latency_(ms),L2_device_write_latency_(ms),L3_device_write_latency_(ms),L1_device_capacity_(GB),L2_device_capacity_(GB),L3_device_capacity_(GB),L1_device_purchase_cost_($),L2_device_purchase_cost_($),L3_device_purchase_cost_($),L1_algorithm,L2_algorithm,write_policy,total_read_latency_(ms),total_write_latency_(ms),total_purchase_cost_($),avg_latency_(ms),avg_throughput_(KB/s),workload,read_requests,write_requests,total_requests,unique_reads,unique_writes,unique_requests,percent_reads,percent_writes,percent_unique_reads,percent_unique_writes,percent_unique_requests,compound miss ratio
950800,950800,2580700,D3,S3,H2,1.4300000000000002e-05,0.39399999999999996,2.8569999999999998,1.4300000000000002e-05,7.1,12.243,16000000000,1000000000000,1000000000000,77.87,119.99,72.99,lru,lru,wb-s,1.1388563551099815,3.742060523344976,20.19277428736,2.6962611489145516,1519.1406817729612,w89,50372,75014,125386,17496,14661,32157,40.17,59.83,34.73,19.54,25.65,0.2667203675051441
11448000,1000,12795000,D3,H1,H3,1.4300000000000002e-05,7.64,2.555,1.4300000000000002e-05,4.28,11.171,16000000000,10000000000000,4000000000000,77.87,334.76,109.99,lru,arc,wb-s,1.383579984600057,0.9135656484223552,229.65390945689603,1.161307212447392,3527.059813370057,w43,70260,63037,133297,11266,4222,15488,52.71,47.29,16.03,6.7,11.62,0.1009400061516763
2970400,2970400,6270900,D1,S3,H3,1.3800000000000002e-05,0.39399999999999996,2.555,1.3800000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,105.0,119.99,109.99,arc,arc,wb-s,1.8924329814611665,34.96255095904095,82.0105313024,5.952899186238313,688.0680945292971,w93,308110,43126,351236,58035,9682,67717,87.72,12.28,18.84,22.45,19.28,0.6020652780466694
115270000,101710000,128830000,D3,S3,S1,1.4300000000000002e-05,0.39399999999999996,0.6629999999999999,1.4300000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,77.87,119.99,451.58,arc,arc,wb-s,0.3486932227917588,19.39921992101998,2407.436808192,2.2459806492000194,1823.702266294648,w10,112216,12412,124628,12823,5354,18177,90.04,9.96,11.43,43.14,14.59,0.2713515421895561
97700,366300,464000,D1,H3,H1,1.3800000000000002e-05,2.555,7.64,1.3800000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,105.0,109.99,334.76,lru,arc,wb-s,2.1939933664091704,3.2722770813446718,2.7310548920319997,3.0056016003239887,1362.7887340619166,w74,28091,85493,113584,2742,2908,5650,24.73,75.27,9.76,3.4,4.97,0.0447598253275109
1090600,1480100,1480100,D1,S2,H1,1.3800000000000002e-05,0.675,7.64,1.3800000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,105.0,498.26,334.76,lru,lru,wb-s,0.8973660094750595,0.6306922521992401,30.273449918873602,0.7331084220073066,5587.168114621901,w71,111746,179221,290967,13387,3336,16723,38.41,61.59,11.98,1.86,5.75,0.0508683115267367
4992400,1497800,9485600,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,arc,lru,wb-s,4.3585368603210535,15.81844563693724,116.74975660769276,5.539286832762317,739.4453697133099,w62,262013,30097,292110,93322,3852,97174,89.7,10.3,35.62,12.8,33.27,0.3807983293964602
15072800,7139800,15072800,D2,S2,H1,1.4099999999999999e-05,0.675,7.64,1.4099999999999999e-05,6.814,4.28,16000000000,4000000000000,10000000000000,88.97,498.26,334.76,lru,lru,wb-s,1.5554940951280285,9.364017166538725,349.0125198942208,2.545588494373445,1609.0581840126379,w16,755341,109682,865023,146545,11064,157609,87.32,12.68,19.4,10.09,18.22,0.1742473899537931
1889000,1574000,2991000,D2,H1,S2,1.4099999999999999e-05,7.64,0.675,1.4099999999999999e-05,4.28,6.814,16000000000,10000000000000,4000000000000,88.97,334.76,498.26,lru,arc,wb-s,0.4143910650445325,0.4555599685426024,44.766354489343996,0.4281629952264873,9566.450266990776,w11,296749,149170,445919,2986,1433,4419,66.55,33.45,1.01,0.96,0.99,0.0262760725602631
464000,293000,464000,D2,S3,H2,1.4099999999999999e-05,0.39399999999999996,2.8569999999999998,1.4099999999999999e-05,7.1,12.243,16000000000,1000000000000,1000000000000,88.97,119.99,72.99,lru,arc,wb-s,0.2171254879890356,0.38535589934731496,10.850936545280002,0.3437500350929709,11915.635147185345,w74,28091,85493,113584,2742,2908,5650,24.73,75.27,9.76,3.4,4.97,0.0408508240597267
11089000,12013000,17557000,D2,S1,H3,1.4099999999999999e-05,0.6629999999999999,2.555,1.4099999999999999e-05,7.935,11.171,16000000000,4000000000000,4000000000000,88.97,451.58,109.99,arc,arc,wb-s,0.0538724050131182,1.92651650015736,260.09907964928,1.1076384447848648,3697.957595536114,w28,56791,73081,129872,12196,16697,28893,43.73,56.27,21.48,22.85,22.25,0.1352485524208451
2255600,1002500,4761900,D3,H3,H1,1.4300000000000002e-05,2.555,7.64,1.4300000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,77.87,109.99,334.76,lru,arc,wb-s,9.183399260830297,18.73771389188788,45.7306065229824,12.656266515276823,323.6341455875552,w83,100205,57223,157428,46195,3287,49482,63.65,36.35,46.1,5.74,31.43,0.6096945905429784
100,3536600,5599600,D2,S2,H1,1.4099999999999999e-05,0.675,7.64,1.4099999999999999e-05,6.814,4.28,16000000000,4000000000000,10000000000000,88.97,498.26,334.76,arc,arc,wb-s,8.027731513883078,251.21801878706864,2.5745197101056,14.356768010514138,285.3009811818584,w85,394754,10548,405302,55772,1503,57275,97.4,2.6,14.13,14.25,14.13,0.942198656804062
464000,1160000,4408000,D2,H1,S1,1.4099999999999999e-05,7.64,0.6629999999999999,1.4099999999999999e-05,4.28,7.935,16000000000,10000000000000,4000000000000,88.97,334.76,451.58,lru,lru,wb-s,0.2558650329954266,0.2516588900392114,12.76560719872,0.2543033593063649,16106.747512782393,w06,155467,91810,247277,4146,549,4695,62.87,37.13,2.67,0.6,1.9,0.0197430412048027
100,5119700,10808200,D1,S3,S1,1.3800000000000002e-05,0.39399999999999996,0.6629999999999999,1.3800000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,105.0,119.99,451.58,lru,lru,wb-s,0.8987219090126978,32.03663892429913,7.516818604031999,6.399329752524466,640.0670317675336,w15,525847,112823,638670,98660,40687,139347,82.33,17.67,18.76,36.06,21.82,0.7305228052045657
138040000,103530000,218560000,D3,S3,H2,1.4300000000000002e-05,0.39399999999999996,2.8569999999999998,1.4300000000000002e-05,7.1,12.243,16000000000,1000000000000,1000000000000,77.87,119.99,72.99,lru,lru,wb-s,1.9454010012246883,15.03326836711549,2868.0138100736003,5.094729106251546,803.9681628948545,w03,131952,41813,173765,21497,7671,29168,75.94,24.06,16.29,18.35,16.79,0.5081748338272954
1275000,2550000,12112400,D1,S1,H3,1.3800000000000002e-05,0.6629999999999999,2.555,1.3800000000000002e-05,7.935,11.171,16000000000,4000000000000,4000000000000,105.0,451.58,109.99,arc,lru,wb-s,1.0715840421490732,21.676631833549504,36.815382401023996,3.3790809944942106,1212.1639009760104,w32,687180,86660,773840,120471,12584,133055,88.8,11.2,17.53,14.52,17.19,0.2997893621420449
1364100,2182500,2591700,D3,S3,H2,1.4300000000000002e-05,0.39399999999999996,2.8569999999999998,1.4300000000000002e-05,7.1,12.243,16000000000,1000000000000,1000000000000,77.87,119.99,72.99,lru,lru,wb-s,1.39143330713174,0.5805276035120862,29.040437434368,0.6635491129701421,6172.866363524638,w84,43047,377411,420458,22629,10790,33419,10.24,89.76,52.57,2.86,7.95,0.0682351150412169
697600,4418100,4418100,D3,H3,H1,1.4300000000000002e-05,2.555,7.64,1.4300000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,77.87,109.99,334.76,lru,arc,wb-s,1.4678667933395826,8.950055857813576,15.009869907353599,3.1361210237011212,1306.0720453849287,w69,324304,93056,417360,42476,11421,53897,77.7,22.3,13.1,12.27,12.91,0.1058582518688901
10978000,5489000,34762000,D2,S1,H2,1.4099999999999999e-05,0.6629999999999999,2.8569999999999998,1.4099999999999999e-05,7.935,12.243,16000000000,4000000000000,1000000000000,88.97,451.58,72.99,lru,arc,wb-s,0.0894081859668106,7.029572898683928,262.96934516736,0.8802088802956056,4653.4408953297725,w25,324381,41715,366096,30889,27113,58002,88.61,11.39,9.52,65.0,15.84,0.1009434683798785
390000,2729500,3704300,D2,H1,H3,1.4099999999999999e-05,7.64,2.555,1.4099999999999999e-05,4.28,11.171,16000000000,10000000000000,4000000000000,88.97,334.76,109.99,lru,lru,wb-s,8.552013949496496,29.24277809631261,9.6742419712,10.632803078314877,385.2229717630723,w105,219264,24516,243780,32683,9755,42438,89.94,10.06,14.91,39.79,17.41,0.6820863073262778
136500,2455300,2591700,D2,H1,S3,1.4099999999999999e-05,7.64,0.39399999999999996,1.4099999999999999e-05,4.28,7.1,16000000000,10000000000000,1000000000000,88.97,334.76,119.99,lru,arc,wb-s,6.73375889057774,0.6434937078868925,4.7193989869568,1.2670224439777575,3232.776198613184,w84,43047,377411,420458,22629,10790,33419,10.24,89.76,52.57,2.86,7.95,0.0633142906069096
100,155100,982300,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,lru,lru,wb-s,9.636130879727538,3.734009898209417,0.3172199100415999,4.29405783996473,953.8762989819537,w57,35674,340280,375954,3416,8488,11904,9.49,90.51,9.58,2.49,3.17,0.3427999170111237
1010400,1212500,1279900,D2,S1,H2,1.4099999999999999e-05,0.6629999999999999,2.8569999999999998,1.4099999999999999e-05,7.935,12.243,16000000000,4000000000000,1000000000000,88.97,451.58,72.99,arc,arc,wb-s,0.2057277752136752,0.3126385670334178,23.956523370496,0.3025481523533048,13538.340816627559,w68,35568,341285,376853,4767,11546,16313,9.44,90.56,13.4,3.38,4.33,0.0339654984834935
3759400,501300,4761900,D3,H1,H3,1.4300000000000002e-05,7.64,2.555,1.4300000000000002e-05,4.28,11.171,16000000000,10000000000000,4000000000000,77.87,334.76,109.99,lru,lru,wb-s,9.127950181443042,7.022997417856456,75.5476551231488,8.362827636592602,489.786490645513,w83,100205,57223,157428,46195,3287,49482,63.65,36.35,46.1,5.74,31.43,0.5964377366161039
584200,146100,2774600,D1,S2,S1,1.3800000000000002e-05,0.675,0.6629999999999999,1.3800000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,105.0,498.26,451.58,arc,arc,wb-s,0.416338276253948,3.8452032497402175,17.060863645696003,2.0033641260391457,2044.5609196857326,w78,207066,178419,385485,26453,21213,47666,53.72,46.28,12.78,11.89,12.37,0.2605937974240243
293000,24500,464000,D2,S3,S1,1.4099999999999999e-05,0.39399999999999996,0.6629999999999999,1.4099999999999999e-05,7.1,7.935,16000000000,1000000000000,4000000000000,88.97,119.99,451.58,arc,lru,wb-s,0.1457435151151614,0.8330665708607721,6.900064911359999,0.6630814324702422,6177.2201714965395,w74,28091,85493,113584,2742,2908,5650,24.73,75.27,9.76,3.4,4.97,0.0872041836878433
1171400,69000,1309300,D3,S3,H2,1.4300000000000002e-05,0.39399999999999996,2.8569999999999998,1.4300000000000002e-05,7.1,12.243,16000000000,1000000000000,1000000000000,77.87,119.99,72.99,arc,lru,wb-s,2.5560514061843644,0.5262435894932509,23.776880607232,0.5742241632841633,7133.102822726451,w40,4285,176991,181276,3418,10520,13938,2.36,97.64,79.77,5.94,7.69,0.0723647918091749
1260200,5670700,11971500,D1,S3,H3,1.3800000000000002e-05,0.39399999999999996,2.555,1.3800000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,105.0,119.99,109.99,lru,arc,wb-s,0.7756824582683967,11.188082340699863,38.009553363968,2.384339484256855,1717.876177886905,w63,477003,87160,564163,119583,18114,137697,84.55,15.45,25.07,20.78,24.41,0.2275264418262098
1856000,1624000,4408000,D2,S3,S1,1.4099999999999999e-05,0.39399999999999996,0.6629999999999999,1.4099999999999999e-05,7.1,7.935,16000000000,1000000000000,4000000000000,88.97,119.99,451.58,arc,lru,wb-s,0.0275492810995259,0.3497947039211415,45.109350072320005,0.1471938589181363,27827.24788999546,w06,155467,91810,247277,4146,549,4695,62.87,37.13,2.67,0.6,1.9,0.0182871840082175
100,14516100,16223900,D3,S2,H2,1.4300000000000002e-05,0.675,2.8569999999999998,1.4300000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,77.87,498.26,72.99,lru,lru,wb-s,1.8142580424520287,24.40090545147517,12.25878382592,4.582901533808013,893.7569288329358,w22,447140,62467,509607,151327,17153,168480,87.74,12.26,33.84,27.46,33.06,0.3772730751343682
6930900,2520300,11971500,D3,S1,H1,1.4300000000000002e-05,0.6629999999999999,7.64,1.4300000000000002e-05,7.935,4.28,16000000000,4000000000000,10000000000000,77.87,451.58,334.76,lru,lru,wb-s,2.1928106241321337,12.749930333071365,140.97248722944,3.8238260466804808,1071.1784348965866,w63,477003,87160,564163,119583,18114,137697,84.55,15.45,25.07,20.78,24.41,0.2482403135264099
24100,96100,228200,D1,S3,S2,1.3800000000000002e-05,0.39399999999999996,0.675,1.3800000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,105.0,119.99,498.26,arc,lru,wb-s,0.8004640482559237,7.474085292417557,0.8114709381119999,3.6774338712884105,1113.8201646478399,w82,159110,120568,279678,1939,631,2570,56.89,43.11,1.22,0.52,0.92,0.4407747481031758
9451200,100,11971500,D3,S1,H3,1.4300000000000002e-05,0.6629999999999999,2.555,1.4300000000000002e-05,7.935,11.171,16000000000,4000000000000,4000000000000,77.87,451.58,109.99,lru,arc,wb-s,0.8185617598692251,12.093170851880453,189.75541907763198,2.560425243400932,1599.7342670155106,w63,477003,87160,564163,119583,18114,137697,84.55,15.45,25.07,20.78,24.41,0.2354532289426991
2482500,438100,2774600,D3,S2,H1,1.4300000000000002e-05,0.675,7.64,1.4300000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,77.87,498.26,334.76,lru,arc,wb-s,0.4137845954613505,1.0660786953121586,50.09191577026561,0.7156942962312414,5723.1139350544445,w78,207066,178419,385485,26453,21213,47666,53.72,46.28,12.78,11.89,12.37,0.0724126749419562
779600,100,4937100,D2,H3,H2,1.4099999999999999e-05,2.555,2.8569999999999998,1.4099999999999999e-05,11.171,12.243,16000000000,4000000000000,1000000000000,88.97,109.99,72.99,lru,lru,wb-s,4.913885380276817,7.571515423718393,19.23246050816,7.493202549255264,546.6287576073989,w97,7225,237963,245188,4901,49146,54047,2.95,97.05,67.83,20.65,22.04,0.6578095175946621
1496900,1746300,4740000,D3,H1,H2,1.4300000000000002e-05,7.64,2.8569999999999998,1.4300000000000002e-05,4.28,12.243,16000000000,10000000000000,1000000000000,77.87,334.76,72.99,lru,arc,wb-s,3.7348010637834217,3.872235333694889,31.496834770124803,3.7789130299506657,1083.9095706982898,w42,542028,256208,798236,44803,26513,71316,67.9,32.1,8.27,10.35,8.93,0.2826419755561011
1347800,112400,2134000,D2,H1,S1,1.4099999999999999e-05,7.64,0.6629999999999999,1.4099999999999999e-05,4.28,7.935,16000000000,10000000000000,4000000000000,88.97,334.76,451.58,lru,arc,wb-s,0.6363178367675,0.2926228571464173,31.700135966310395,0.3480220668851024,11769.36863992671,w75,66314,345096,411410,10275,17520,27795,16.12,83.88,15.49,5.08,6.76,0.0573466857879001
100,1455100,3949400,D3,S2,S3,1.4300000000000002e-05,0.675,0.39399999999999996,1.4300000000000002e-05,6.814,7.1,16000000000,4000000000000,1000000000000,77.87,498.26,119.99,lru,lru,wb-s,0.9936073946642371,47.066836029070004,2.6854593536,6.748178679907677,606.9785929343586,w44,255165,36419,291584,37078,4493,41571,87.51,12.49,14.53,12.34,14.26,0.7946492262949957
2140000,1223000,2905000,D3,S3,S2,1.4300000000000002e-05,0.39399999999999996,0.675,1.4300000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,77.87,119.99,498.26,lru,lru,wb-s,0.0087953243526524,2.4625928458427717,44.74356365312001,0.0722505106896215,56691.64080508532,w19,448986,11919,460905,2653,1030,3683,97.41,2.59,0.59,8.64,0.8,0.0084485956975949
641000,641000,12177000,D2,S2,H3,1.4099999999999999e-05,0.675,2.555,1.4099999999999999e-05,6.814,11.171,16000000000,4000000000000,4000000000000,88.97,498.26,109.99,lru,lru,wb-s,2.8290616210552204,7.395166438649661,16.298163599360002,4.914427372959898,833.4643467389426,w23,99619,83742,183361,11117,1608,12725,54.33,45.67,11.16,1.92,6.94,0.4939054651752554
6505000,11926000,20600000,D1,S3,S1,1.3800000000000002e-05,0.39399999999999996,0.6629999999999999,1.3800000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,105.0,119.99,451.58,lru,lru,wb-s,0.6532855775284169,23.7882555666712,190.24158818304002,4.363514801204752,938.6928168248927,w34,192492,36767,229259,20087,7551,27638,83.96,16.04,10.44,20.54,12.06,0.5368949528698982
2293000,2140000,2905000,D2,S3,S2,1.4099999999999999e-05,0.39399999999999996,0.675,1.4099999999999999e-05,7.1,6.814,16000000000,1000000000000,4000000000000,88.97,119.99,498.26,lru,lru,wb-s,0.0053822629271291,1.770400591274436,54.760050892799995,0.0510256242609648,80273.39320831168,w19,448986,11919,460905,2653,1030,3683,97.41,2.59,0.59,8.64,0.8,0.0063028172833881
2326900,3296400,3684300,D3,S3,H1,1.4300000000000002e-05,0.39399999999999996,7.64,1.4300000000000002e-05,7.1,4.28,16000000000,1000000000000,10000000000000,77.87,119.99,334.76,lru,lru,wb-s,0.7651638674888288,3.1645802660071713,48.5113942028288,1.3653540431875928,2999.954495639364,w60,345309,115189,460498,34958,16905,51863,74.99,25.01,10.12,14.68,11.26,0.0851339202341812
1002500,250700,4761900,D1,H3,H1,1.3800000000000002e-05,2.555,7.64,1.3800000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,105.0,109.99,334.76,lru,lru,wb-s,9.381387583743326,19.15723807119165,27.6283770374144,12.934780197784386,316.6656052417195,w83,100205,57223,157428,46195,3287,49482,63.65,36.35,46.1,5.74,31.43,0.6233452753004548
156200,52100,988800,D1,H1,H2,1.3800000000000002e-05,7.64,2.8569999999999998,1.3800000000000002e-05,4.28,12.243,16000000000,10000000000000,1000000000000,105.0,334.76,72.99,arc,lru,wb-s,1.5339571531233869,0.8563030458363994,4.501418441113599,1.0770536165106837,3802.9675934516217,w88,77480,160366,237846,5437,6511,11948,32.58,67.42,7.02,4.06,5.02,0.1339396079816351
258500,155100,982300,D1,S2,H3,1.3800000000000002e-05,0.675,2.555,1.3800000000000002e-05,6.814,11.171,16000000000,4000000000000,4000000000000,105.0,498.26,109.99,lru,lru,wb-s,1.6071181336884006,1.4917134271611616,7.138251062272,1.5026640953297477,2725.825427472641,w57,35674,340280,375954,3416,8488,11904,9.49,90.51,9.58,2.49,3.17,0.1900950648217601
928000,2088000,4408000,D3,S2,S3,1.4300000000000002e-05,0.675,0.39399999999999996,1.4300000000000002e-05,6.814,7.1,16000000000,4000000000000,1000000000000,77.87,498.26,119.99,lru,lru,wb-s,0.0294501352576431,0.3544825090894238,21.731195453439998,0.1501294634664768,27283.118885685053,w06,155467,91810,247277,4146,549,4695,62.87,37.13,2.67,0.6,1.9,0.0188331304569369
1022600,1022600,1022600,D3,H1,H3,1.4300000000000002e-05,7.64,2.555,1.4300000000000002e-05,4.28,11.171,16000000000,10000000000000,4000000000000,77.87,334.76,109.99,arc,arc,wb-s,3.149882853549593,0.3931287999443123,20.640636420505604,0.9440397694971288,4338.800262812929,w106,27806,111335,139141,8792,1759,10551,19.98,80.02,31.62,1.58,7.58,0.0734937940650131
4418100,2790400,4418100,D2,S3,H1,1.4099999999999999e-05,0.39399999999999996,7.64,1.4099999999999999e-05,7.1,4.28,16000000000,1000000000000,10000000000000,88.97,119.99,334.76,lru,arc,wb-s,0.8702418862746065,3.37094768090612,102.60528219791362,1.4278077249396204,2868.7336035902263,w69,324304,93056,417360,42476,11421,53897,77.7,22.3,13.1,12.27,12.91,0.1058582518688901
6950000,6950000,33010000,D1,H3,H1,1.3800000000000002e-05,2.555,7.64,1.3800000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,105.0,109.99,334.76,arc,lru,wb-s,3.4764539585537704,17.414905581056562,192.12503197696,5.945131373982928,688.9671131448679,w07,174578,37575,212153,32931,1937,34868,82.29,17.71,18.86,5.16,16.44,0.275904653716893
13010000,15179000,20600000,D3,S3,H3,1.4300000000000002e-05,0.39399999999999996,2.555,1.4300000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,77.87,119.99,109.99,lru,lru,wb-s,1.5676253331857946,20.51584788431746,269.13104060416003,4.606412462753044,889.1952323244643,w34,192492,36767,229259,20087,7551,27638,83.96,16.04,10.44,20.54,12.06,0.4631748371928691
1029000,385900,2443800,D1,H3,H2,1.3800000000000002e-05,2.555,2.8569999999999998,1.3800000000000002e-05,11.171,12.243,16000000000,4000000000000,1000000000000,105.0,109.99,72.99,arc,arc,wb-s,0.3695106019330538,0.5997649300903469,28.433599476736003,0.5765450216718087,7104.388809260413,w70,56284,501842,558126,7319,22711,30030,10.08,89.92,13.0,4.53,5.38,0.0474301501811418
81370000,54250000,128830000,D3,H3,H2,1.4300000000000002e-05,2.555,2.8569999999999998,1.4300000000000002e-05,11.171,12.243,16000000000,4000000000000,1000000000000,77.87,109.99,72.99,lru,arc,wb-s,4.109264050481215,76.5194847850709,1666.7142546432,11.320770772547906,361.81282019529283,w10,112216,12412,124628,12823,5354,18177,90.04,9.96,11.43,43.14,14.59,0.6821821741502713
39047000,4111000,39047000,D1,S1,H2,1.3800000000000002e-05,0.6629999999999999,2.8569999999999998,1.3800000000000002e-05,7.935,12.243,16000000000,4000000000000,1000000000000,105.0,451.58,72.99,lru,lru,wb-s,0.5402090259244938,2.1213228107298367,1063.15812608,1.1850660283110226,3456.347496381862,w13,212062,146060,358122,38813,9333,48146,59.22,40.78,18.3,6.39,13.44,0.109032676015436
7718500,8312200,11280900,D3,S3,H3,1.4300000000000002e-05,0.39399999999999996,2.555,1.4300000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,77.87,119.99,109.99,lru,arc,wb-s,2.6133209968982043,33.20820171778937,159.22197345587205,7.76839529270625,527.2646210274258,w104,195822,39681,235503,101466,18605,120071,83.15,16.85,51.82,46.89,50.98,0.7880706402890834
5358400,2857900,6787400,D2,S3,H3,1.4099999999999999e-05,0.39399999999999996,2.555,1.4099999999999999e-05,7.1,11.171,16000000000,1000000000000,4000000000000,88.97,119.99,109.99,arc,arc,wb-s,0.318133847345598,1.4380351623780478,124.21369426943998,0.8600407172092144,4762.565211204533,w58,398489,373609,772098,46117,31789,77906,51.61,48.39,11.57,8.51,10.09,0.0978399115138233
1127400,5636900,10710100,D1,H1,H3,1.3800000000000002e-05,7.64,2.555,1.3800000000000002e-05,4.28,11.171,16000000000,10000000000000,4000000000000,105.0,334.76,109.99,arc,lru,wb-s,2.1550376673841347,5.090629020799723,32.283706733158404,2.7034311826772828,1515.1116204643383,w29,426314,97934,524248,61770,61823,123593,81.32,18.68,14.49,63.13,23.58,0.2212807678808503
2068100,4394600,4911600,D2,H1,S3,1.4099999999999999e-05,7.64,0.39399999999999996,1.4099999999999999e-05,4.28,7.1,16000000000,10000000000000,1000000000000,88.97,334.76,119.99,arc,lru,wb-s,5.956161462774054,10.498663721700696,50.1202332717056,6.369262275925584,643.0886062710879,w81,339258,33939,373197,49020,1528,50548,90.91,9.09,14.45,4.5,13.54,0.2225553795984426
374300,112300,711200,D1,H1,S2,1.3800000000000002e-05,7.64,0.675,1.3800000000000002e-05,4.28,6.814,16000000000,10000000000000,4000000000000,105.0,334.76,498.26,lru,lru,wb-s,1.3145447863349105,0.8808247701342377,10.439449529548801,1.0376256702656148,3947.4736577705257,w67,60446,106751,167197,4630,3779,8409,36.15,63.85,7.66,3.54,5.03,0.1313958982517629
43640000,189104000,276383000,D1,S3,S2,1.3800000000000002e-05,0.39399999999999996,0.675,1.3800000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,105.0,119.99,498.26,arc,lru,wb-s,0.4595870589072349,13.083977228770935,1406.99950020608,3.17102627032381,1291.6953852866493,w54,554465,151660,706125,258079,151299,409378,78.52,21.48,46.55,99.76,57.98,0.3944542396884404
188200,564500,1191700,D2,S2,H3,1.4099999999999999e-05,0.675,2.555,1.4099999999999999e-05,6.814,11.171,16000000000,4000000000000,4000000000000,88.97,498.26,109.99,arc,arc,wb-s,1.0930202291843472,0.7427771887945034,4.708742505471999,0.7541860021808141,5431.020979116494,w35,21210,629923,651133,4316,11643,15959,3.26,96.74,20.35,1.85,2.45,0.0259363294442149
11926000,8674000,20600000,D1,S3,H1,1.3800000000000002e-05,0.39399999999999996,7.64,1.3800000000000002e-05,7.1,4.28,16000000000,1000000000000,10000000000000,105.0,119.99,334.76,lru,arc,wb-s,4.890857170114082,23.78709507193951,327.65859373055997,7.921307354998495,517.0863616869185,w34,192492,36767,229259,20087,7551,27638,83.96,16.04,10.44,20.54,12.06,0.537296245730811
1995800,3742100,4740000,D2,S2,H3,1.4099999999999999e-05,0.675,2.555,1.4099999999999999e-05,6.814,11.171,16000000000,4000000000000,4000000000000,88.97,498.26,109.99,lru,arc,wb-s,0.4231725253949981,2.493492703736417,47.900132194304,1.0876785013876848,3765.818663119874,w42,542028,256208,798236,44803,26513,71316,67.9,32.1,8.27,10.35,8.93,0.0864531291497752
2251200,2455800,3888400,D3,S2,S1,1.4300000000000002e-05,0.675,0.6629999999999999,1.4300000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,77.87,498.26,451.58,lru,lru,wb-s,0.6498690946589795,4.969051901908019,47.92810145792,2.5097457891204282,1632.0378015000056,w38,376033,284379,660412,34033,14849,48882,56.94,43.06,9.05,5.22,7.4,0.3115948831941273
100,317500,464000,D2,H1,S2,1.4099999999999999e-05,7.64,0.675,1.4099999999999999e-05,4.28,6.814,16000000000,10000000000000,4000000000000,88.97,334.76,498.26,arc,arc,wb-s,6.920908514581183,3.8817203875826096,0.2825537638399999,4.633356477837547,884.0243610851329,w74,28091,85493,113584,2742,2908,5650,24.73,75.27,9.76,3.4,4.97,0.0617428511057895
3479100,100,3888400,D2,S3,S2,1.4099999999999999e-05,0.39399999999999996,0.675,1.4099999999999999e-05,7.1,6.814,16000000000,1000000000000,4000000000000,88.97,119.99,498.26,lru,arc,wb-s,0.0818707083295881,1.1046413966548159,81.22507666431999,0.5222844282123885,7842.4700771173475,w38,376033,284379,660412,34033,14849,48882,56.94,43.06,9.05,5.22,7.4,0.0669945428005548
14785000,925000,17557000,D1,H2,H1,1.3800000000000002e-05,2.8569999999999998,7.64,1.3800000000000002e-05,12.243,4.28,16000000000,1000000000000,10000000000000,105.0,72.99,334.76,lru,arc,wb-s,0.1624843146942297,2.9412757303266233,400.104719900672,1.7261535847896392,2372.905885138353,w28,56791,73081,129872,12196,16697,28893,43.73,56.27,21.48,22.85,22.25,0.1351869533078723
3338800,185500,3524300,D3,S2,H3,1.4300000000000002e-05,0.675,2.555,1.4300000000000002e-05,6.814,11.171,16000000000,4000000000000,4000000000000,77.87,498.26,109.99,arc,lru,wb-s,0.5592148355209936,5.725489062239437,67.04962968268799,1.5608379778755983,2624.2313795919563,w91,175530,42216,217746,33653,6449,40102,80.61,19.39,19.17,15.28,18.42,0.1629054035435783
